S/N,Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction",Business Registration Date,Terminal Assignment Date,Last Transaction Date
185,April,2033BCEP,P260300023071,Hawaw Ajadi,"668,300.00",52,"376,000.00",7,"20,000.00",TRUE,0,,,
186,April,2070IY3T,P260300983983,Adunola Concept,"653,450.00",44,0,0,"20,000.00",TRUE,0,,,
187,April,2070276Q,P260300068461,Ajibato Enterprises,"651,000.00",13,"1,637,429.00",13,"20,000.00",TRUE,0,,,
188,April,2070N0WF,P260300673392,SAO Challenge 3,"648,880.00",60,0,0,"20,000.00",TRUE,0,,,
189,April,2057XGUP,P260301086258,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY KANO","641,920.00",77,0,0,"20,000.00",TRUE,0,,,
190,April,20700XJA,P260300445234,Unstoppable God Ventures,"639,350.00",30,"636,200.00",8,"20,000.00",TRUE,0,,,
191,April,2057VIKB,P260300806478,Inshallah Store,"635,600.00",19,"463,500.00",5,"20,000.00",TRUE,0,,,
192,April,2033COOS,P260300443517,Alex business center,"635,300.00",91,"250,500.00",19,"20,000.00",TRUE,0,,,
193,April,207061KM,P260301043761,Mighty Glory,"632,750.00",78,"387,750.00",26,"20,000.00",TRUE,0,,,
194,April,207005CQ,P260301173239,Olly T Business Ventures,"630,375.00",28,"1,135,000.00",3,"20,000.00",TRUE,0,,,
195,April,2057EDGO,P260300216395,ANUR Ventures,"627,100.00",46,"1,153,900.00",9,"20,000.00",TRUE,0,,,
196,April,2057AQXN,P260301168567,Oma global concept & services 2,"624,800.00",64,"110,900.00",11,"20,000.00",TRUE,0,,,
197,April,2033IXF6,P260300453243,Kinematics Technologies,"620,550.00",34,"206,100.00",7,"20,000.00",TRUE,0,,,
198,April,20335SW3,P260300600975,Maracana,"613,850.00",54,0,0,"20,000.00",TRUE,0,,,
199,April,2070970Y,P260300453262,His grace global concept,"612,900.00",25,"614,500.00",14,"20,000.00",TRUE,0,,,
200,April,20334WUL,P260300812085,Mighty Glory 3,"609,700.00",92,"111,000.00",7,"20,000.00",TRUE,0,,,
201,April,2070BNEC,P260301652778,Mr Wisdom 2,"607,300.00",96,"244,300.00",9,"20,000.00",TRUE,0,,,
202,April,2070ZB0L,P260300992592,FOODCO NIG BODIJA 5,"593,821.82",71,0,0,"20,000.00",TRUE,0,,,
203,April,2070C199,P260300127234,Kenny venture,"588,450.00",48,"516,355.00",13,"20,000.00",TRUE,0,,,
204,April,2070WS0I,P260300992802,FOODCO NIG OLOGUNERU 5,"586,725.00",183,0,0,"20,000.00",TRUE,0,,,
205,April,2070ZB0Z,P260300992816,FOODCO NIG AKALA 4,"586,625.00",173,0,0,"20,000.00",TRUE,0,,,
206,April,2033QOIY,P260300101976,Alice Store,"578,020.00",43,"576,900.00",12,"20,000.00",TRUE,0,,,
207,April,2033QOJR,P260300238009,"Akanbi lukman olalekan NigeriaEnterprises - Akanbi lukmanolalekan Nigeria","574,800.00",19,"226,750.00",5,"20,000.00",TRUE,0,,,
208,April,2070N1TD,P260300638519,Babsayin Multiventures 2,"562,250.00",4,0,0,"20,000.00",TRUE,0,,,
209,April,20709K2X,P260300245244,Gods Grace Enterprises,"554,250.00",16,"553,160.00",8,"20,000.00",TRUE,0,,,
210,April,2070NZ5I,P260301092148,"Greenplus pharmaceutical andhealthcare services","545,155.00",21,0,0,"20,000.00",TRUE,0,,,
211,April,2070I9UC,P260301347010,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYORITAMEFA LPG","543,500.00",75,0,0,"20,000.00",TRUE,0,,,
212,April,20338FU9,P260300555061,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -Sunrise Supermarket Bodija 2","542,640.00",85,0,0,"20,000.00",TRUE,0,,,
213,April,20575BGE,P260300445156,"Chefkabs Xpress - ChefkabsXpress","542,350.00",96,0,0,"20,000.00",TRUE,0,,,
214,April,2033TYNJ,P260301262677,Hamine Superstore 2,"524,890.00",127,0,0,"20,000.00",TRUE,0,,,
215,April,20335LBB,P260300784142,Precious Venture,"513,900.00",43,"438,500.00",11,"20,000.00",TRUE,0,,,
216,April,2070ZM2S,P260300975337,Upview Supermarket Olohunda,"507,575.00",171,0,0,"20,000.00",TRUE,0,,,
217,April,2070Y2EL,P260300616896,Shokem Supermart 2,"506,150.00",82,0,0,"20,000.00",TRUE,0,,,
218,April,2070Y5VK,P260300189622,Damope touch of god,"500,800.00",13,0,0,"20,000.00",TRUE,0,,,
219,April,2070S5OK,P260300523166,Alasiri Frozen foods,"493,150.00",16,"498,800.00",4,"20,000.00",TRUE,0,,,
220,April,2070I484,P260301172676,Humble joyce business center,"486,600.00",64,"265,100.00",7,"20,000.00",TRUE,0,,,
221,April,2070WT0W,P260300992800,FOODCO NIG OLOGUNERU 2,"485,794.00",81,0,0,"20,000.00",TRUE,0,,,
222,April,2070L1XE,P260301492427,"Upviews Pharmacy and StoreOlorunda","482,075.00",130,0,0,"20,000.00",TRUE,0,,,
223,April,2070U2DQ,P260300803817,Lesekese Concept 2,"476,200.00",34,"42,000.00",5,"20,000.00",TRUE,0,,,
224,April,2070XZ0P,P260300974658,FOODCO NIG BODIJA 2,"473,185.00",140,0,0,"20,000.00",TRUE,0,,,
225,April,2070891E,P260301555076,Simbat Ventures,"470,350.00",24,"120,000.00",7,"20,000.00",TRUE,0,,,
226,April,207001IF,P260301345854,ISP Multiconcepts,"469,900.00",140,0,0,"20,000.00",TRUE,0,,,
227,April,2070YF0L,P260300992595,FOODCO NIG MONATAN 1,"457,235.00",79,0,0,"20,000.00",TRUE,0,,,
228,April,207093AR,P260301328749,Money World Ventures 4,"447,000.00",53,"126,600.00",5,"20,000.00",TRUE,0,,,
229,April,2033GSM8,P260301170062,Adex communication,"446,200.00",25,"455,400.00",5,"20,000.00",TRUE,0,,,
230,April,2033FTEA,P260301653022,Igbaotun Ventures,"445,630.00",83,"442,365.00",23,"20,000.00",TRUE,0,,,
231,April,2033F7GP,C41P008D01509573,Ibukunoluwa Ventrs,"443,800.00",8,"348,100.00",7,"20,000.00",TRUE,0,,,
232,April,2033GBFN,P260300339491,Ejima Ventures,"439,500.00",12,"1,102,100.00",14,"20,000.00",TRUE,0,,,
233,April,20338ESR,P260301347140,Oye Venture 2,"435,200.00",27,"140,000.00",1,"20,000.00",TRUE,0,,,
234,April,2057AAEH,P260300234143,Voices Telecom 2,"434,535.00",28,"3,041,100.00",7,"20,000.00",TRUE,0,,,
235,April,2057VHGY,P260300806320,SkOloye Enterprises,"432,400.00",95,"991,850.00",37,"20,000.00",TRUE,0,,,
236,April,2070C4OK,P260300724053,Cascade Lounge Bodija,"417,500.00",26,0,0,"20,000.00",TRUE,0,,,
237,April,207019SU,P260300540662,Florin Communication,"416,650.00",33,"14,000.00",1,"20,000.00",TRUE,0,,,
238,April,2057EWHQ,P260301288863,Ajibola Telecom 3,"413,150.00",69,"55,400.00",6,"20,000.00",TRUE,0,,,
239,April,2057UFII,P260300738965,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOLUYOLE 1 LPG","411,850.00",45,0,0,"20,000.00",TRUE,0,,,
240,April,2057ZARF,P260301165946,Dang Lifestyle Ikeja,"410,559.65",9,0,0,"20,000.00",TRUE,0,,,
241,April,2033JGLB,P260300812086,Money World Ventures 9,"409,200.00",48,"30,400.00",7,"20,000.00",TRUE,0,,,
242,April,2070W0QF,P260300249264,"Mosh pharmacy and supermarketCitiview","408,610.00",131,0,0,"20,000.00",TRUE,0,,,
243,April,2070287F,P260301043763,MONEY WORD VENTURES,"408,000.00",66,"16,200.00",4,"20,000.00",TRUE,0,,,
244,April,2057EMIG,P260300318909,HAYBEE TECHNOLOGY,"407,550.00",41,"55,000.00",1,"20,000.00",TRUE,0,,,
245,April,2070I9WA,P260300700703,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY DUGBELPG","404,700.00",44,0,0,"20,000.00",TRUE,0,,,
246,April,2033CLAW,P260301651846,A4 Nigeria Enterprises 2,"386,700.00",35,"406,500.00",6,"20,000.00",TRUE,0,,,
247,April,2070YC0A,P260300973760,FOODCO NIG ITA OSHIN 1,"382,755.00",111,0,0,"20,000.00",TRUE,0,,,
248,April,2033PBY4,P260300508349,More Blessing Ventures,"368,350.00",35,"24,300.00",3,"20,000.00",TRUE,0,,,
249,April,2070YZ5T,P260301122803,Modupeoluwa,"365,650.00",56,"30,000.00",4,"20,000.00",TRUE,0,,,
250,April,2070L9ES,P260300700658,Ace Ilorin Supermarket,"360,730.00",57,0,0,"20,000.00",TRUE,0,,,
251,April,2070S5YD,P260300201422,Improvement Trading company,"350,600.00",10,"280,000.00",4,"20,000.00",TRUE,0,,,
252,April,20701VHG,P260301164479,Mosh iletuntun 2,"349,415.00",76,0,0,"20,000.00",TRUE,0,,,
253,April,2070FTP4,P260301131931,AOT CONSULTANT 7,"348,100.00",16,"33,000.00",2,"20,000.00",TRUE,0,,,
254,April,2070EPTJ,P260301472300,Dang Lifestyle Surulere,"346,669.23",7,0,0,"20,000.00",TRUE,0,,,
255,April,2070GMV4,P260300577481,Igwe POS,"343,400.00",37,"460,700.00",20,"20,000.00",TRUE,0,,,
256,April,2070N1LS,P260300638517,Babsayin Multiventures,"334,250.00",6,0,0,"20,000.00",TRUE,0,,,
257,April,20705PVZ,P260301485662,FOODCO NIG GBAGI 1,"331,000.46",83,0,0,"20,000.00",TRUE,0,,,
258,April,207089DL,P260300351846,A. Akorede Ventures,"328,100.00",46,"152,800.00",20,"20,000.00",TRUE,0,,,
259,April,2033LJF5,P260300798110,J Mond ventures,"321,450.00",48,"317,300.00",11,"20,000.00",TRUE,0,,,
260,April,2057DZOP,P260301581186,Olola pos services,"320,950.00",73,"101,000.00",12,"20,000.00",TRUE,0,,,
261,April,2070945H,P260300067073,Oma Global concepts & services 4,"319,850.00",49,"96,250.00",11,"20,000.00",TRUE,0,,,
262,April,2057MUSH,P260300838717,AGh intl serviced apartments,"318,000.00",4,0,0,"20,000.00",TRUE,0,,,
263,April,2070VC02,P260300166140,Engr Mk and Co,"316,300.00",16,"315,100.00",2,"20,000.00",TRUE,0,,,
264,April,2070XH92,P260301555075,Money World Ventures,"310,600.00",41,"36,900.00",7,"20,000.00",TRUE,0,,,
265,April,2070B480,P260300612097,AOT Consultant 5,"310,200.00",34,"116,600.00",5,"20,000.00",TRUE,0,,,
266,April,2033YAF5,P260300431727,AOT CONSULTANT 4,"306,400.00",19,"125,200.00",4,"20,000.00",TRUE,0,,,
267,April,2033NNY5,P260300576181,Afolabi Concept,"300,300.00",40,"152,750.00",7,"20,000.00",TRUE,0,,,
268,April,2033PASF,P260301188105,Glorious Business Consult,"297,850.00",46,"369,400.00",24,"20,000.00",TRUE,0,,,
269,April,2033TETV,P260300367972,GREOL LOUNGE,"290,700.00",36,0,0,"20,000.00",TRUE,0,,,
270,April,2070IY3J,P260301291818,Foodco Nig Toll gate,"282,305.00",79,0,0,"20,000.00",TRUE,0,,,
271,April,2070I0ZU,P260300670771,Dammy Square Ent,"280,950.00",16,0,0,"20,000.00",TRUE,0,,,
272,April,20337ZMT,P260301183916,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -SUNRISE PHARMACY","280,500.00",59,0,0,"20,000.00",TRUE,0,,,
273,April,2070G3PN,P260300797995,Tommy D,"279,000.00",11,"185,000.00",4,"20,000.00",TRUE,0,,,
274,April,2070ERFY,P260301485663,FOODCO NIG GBAGI 2,"276,919.99",114,0,0,"20,000.00",TRUE,0,,,
275,April,20338JXJ,P260301188118,"Optimum Drinks - OPTIMUMDRINKS 3","276,000.00",4,0,0,"20,000.00",TRUE,0,,,
276,April,20701WNY,P260300432677,As Sallam Venture,"275,500.00",41,"48,500.00",7,"20,000.00",TRUE,0,,,
277,April,20700MNY,P260300492611,ObaGOAL Concept,"275,290.00",26,"367,950.00",11,"20,000.00",TRUE,0,,,
278,April,2057NKHK,P260301262667,THIAGO VENTURES,"274,300.00",36,"84,050.00",11,"20,000.00",TRUE,0,,,
279,April,2070N121,P260301652775,Ali Ventures 2,"273,950.00",9,"39,300.00",2,"20,000.00",TRUE,0,,,
280,April,2070XU99,P260301575660,Hephzibah enterprises,"273,400.00",8,"295,100.00",4,"20,000.00",TRUE,0,,,
281,April,2033ZPB8,P260300309814,T.boy3,"269,000.00",48,"49,800.00",7,"20,000.00",TRUE,0,,,
282,April,2070K738,P260301040864,Peace Ventures,"268,950.00",27,"342,450.00",21,"20,000.00",TRUE,0,,,
283,April,2070LV3Z,P260301582027,Amazon Grace stores 2,"265,370.00",66,0,0,"20,000.00",TRUE,0,,,
284,April,207037VF,P260300167991,Omo-Oluwa Ventures,"264,200.00",30,"177,500.00",3,"20,000.00",TRUE,0,,,
285,April,2070ID8O,P260301044066,Ayoola T and K,"263,300.00",9,"259,300.00",4,"20,000.00",TRUE,0,,,
286,April,2070K0GF,P260300672324,FinrelNigeria Olorunsogo 3,"259,070.00",47,0,0,"20,000.00",TRUE,0,,,
287,April,2070BMME,P260301685189,Ayomiposi venture 3,"252,000.00",28,"306,600.00",7,"20,000.00",TRUE,0,,,
288,April,2057USNV,P260301575666,Ogb limited,"247,650.00",69,0,0,"20,000.00",TRUE,0,,,
289,April,2057MUIL,P260301204047,Gods Will Ventures,"246,800.00",16,"526,950.00",4,"20,000.00",TRUE,0,,,
290,April,20709IIS,P260300245249,Kikelomo Ventures,"246,800.00",26,"245,610.00",8,"20,000.00",TRUE,0,,,
291,April,207014GX,P260301043764,A1 Global Ventures,"246,700.00",26,"245,417.00",9,"20,000.00",TRUE,0,,,
292,April,20338CRL,P260301169506,Folax Venture,"246,400.00",7,"486,550.00",6,"20,000.00",TRUE,0,,,
293,April,2070ERT9,P260301816262,Hamine Restaurant,"242,540.00",82,0,0,"20,000.00",TRUE,0,,,
294,April,2033FZZH,P260300113161,Nafisat Ventures,"242,200.00",24,"202,000.00",4,"20,000.00",TRUE,0,,,
295,April,2033FUAI,P260300610079,Ibrahim Venture,"242,000.00",2,"261,500.00",1,"20,000.00",TRUE,0,,,
296,April,20331TQN,P260300700648,"Feedwell Foods Supermarket OldIfe Road","241,812.00",60,0,0,"20,000.00",TRUE,0,,,
297,April,207091EL,P260301494167,As-Salaam Ventures 2,"238,550.00",36,"104,700.00",6,"20,000.00",TRUE,0,,,
298,April,2070XZ50,P260301216655,AOT CONSULTANT 3,"235,550.00",22,"65,000.00",9,"20,000.00",TRUE,0,,,
299,April,2070759R,P260300524694,Omituntun,"235,515.00",32,"233,000.00",7,"20,000.00",TRUE,0,,,
300,April,2070ZA0Z,P260300973763,FOODCO NIG JERICHO 4,"235,098.80",17,0,0,"20,000.00",TRUE,0,,,
301,April,2070XPS5,P260301460413,Beejay footwear Multi Ventures,"233,150.00",25,0,0,"20,000.00",TRUE,0,,,
302,April,2070UT9G,P260301170061,"Petes Bar and Lounge - Petes Bar2","232,800.00",37,0,0,"20,000.00",TRUE,0,,,
303,April,2033ERRJ,P260300142520,Abu maryam Telecommunication,"230,100.00",7,"105,100.00",11,"20,000.00",TRUE,0,,,
304,April,2070NO5L,P260301172677,Abidex Ts Venture 3,"225,400.00",29,"4,100.00",2,"20,000.00",TRUE,0,,,
305,April,2070CDBZ,P260301650033,Maracana 3,"225,000.00",14,0,0,"20,000.00",TRUE,0,,,
306,April,2070K0FL,P260300674098,"Omak healthcare services - LabMaster Diagnostics Eleyele 4","224,500.00",16,0,0,"20,000.00",TRUE,0,,,
307,April,2033FPVX,P260300122429,Ayotofunmi Enterprise,"224,100.00",26,"272,800.00",9,"20,000.00",TRUE,0,,,
308,April,2070786G,P260301204046,Oye Venture,"223,100.00",17,"15,000.00",3,"20,000.00",TRUE,0,,,
309,April,207013WR,P260300198167,Real Global Ventures 2,"222,150.00",19,"1,336,150.00",14,"20,000.00",TRUE,0,,,
310,April,2070YW0J,P260300973775,"FOODCO SUPERMARKETARULOGUN 3","221,458.70",43,0,0,"20,000.00",TRUE,0,,,
311,April,20331HJF,P260300684912,Are Ogo Venture,"219,151.00",11,"236,800.00",4,"20,000.00",TRUE,0,,,
312,April,2033QOPE,P260300856535,Rock of Ages,"218,700.00",30,"147,500.00",13,"20,000.00",TRUE,0,,,
313,April,2033CKVL,P260300315006,PRINCESS VENTURE,"214,550.00",16,"241,150.00",8,"20,000.00",TRUE,0,,,
314,April,2070VE51,P260300366090,Baba90 POS,"213,700.00",24,"380,100.00",13,"20,000.00",TRUE,0,,,
315,April,2033GTC1,P260300322503,Maxwell Multipurpose Ventures,"213,350.00",19,"14,100.00",4,"20,000.00",TRUE,0,,,
316,April,2033KGU8,P260300230727,Sammie Tee Investment 2,"212,100.00",51,"25,300.00",5,"20,000.00",TRUE,0,,,
317,April,2070AKLI,P260301216642,SBMT,"207,800.00",24,"203,400.00",10,"20,000.00",TRUE,0,,,
318,April,2033BBTK,P260301169505,AOT CONSULTANT 2,"206,650.00",23,0,0,"20,000.00",TRUE,0,,,
319,April,2070IEUR,P260301538674,Designer Points Enterprises 2,"203,600.00",11,"130,000.00",4,"20,000.00",TRUE,0,,,
320,April,2070KP7D,P260300825392,Bisatex Global venture,"201,900.00",7,"360,600.00",4,"20,000.00",TRUE,0,,,
321,April,2214RVU2,C41P008D01502307,Tawakalitu Dynamic Concept,"201,400.00",24,"96,300.00",8,"20,000.00",TRUE,0,,,
322,April,2070695I,P260300443503,Ogo Oluwa,"198,000.00",14,"66,000.00",4,"20,000.00",TRUE,0,,,
323,April,2070EZOW,P260301472301,Mosh pharm supermarket bodija 3,"197,840.00",28,0,0,"20,000.00",TRUE,0,,,
324,April,2057HMSX,P260301335690,ARINOLA VENTRES,"195,700.00",10,"246,000.00",8,"20,000.00",TRUE,0,,,
325,April,2033PDRB,P260301335689,Folad Venture,"193,150.00",17,"184,100.00",5,"20,000.00",TRUE,0,,,
326,April,2057JADG,P260301219083,Yah Salam Enterprises Oyo,"191,650.00",23,0,0,"20,000.00",TRUE,0,,,
327,April,2033BDKC,P260300127218,Joy and Favour Venture,"190,220.00",45,"10,300.00",4,"20,000.00",TRUE,0,,,
328,April,20700DED,P260301296478,Prosperity Venture 2,"186,100.00",23,"3,000.00",2,"20,000.00",TRUE,0,,,
329,April,2033TPYP,P260300201429,BarbraRoyals beauty,"185,300.00",17,"136,900.00",8,"20,000.00",TRUE,0,,,
330,April,2033JJAD,P260301198626,"Al Habeeb communicationVenture 4","185,250.00",34,"218,200.00",5,"20,000.00",TRUE,0,,,
331,April,2070SKK8,P260300502745,Palm Ventures,"184,400.00",41,"93,400.00",8,"20,000.00",TRUE,0,,,
332,April,2057NLLY,P260300315992,Zamani Enterprise,"184,100.00",18,0,0,"20,000.00",TRUE,0,,,
333,April,2070659B,P260300433835,Allateef,"180,300.00",35,"149,400.00",18,"20,000.00",TRUE,0,,,
334,April,2033KKQ8,P260300620577,Embedded Business world,"179,650.00",48,"447,700.00",5,"20,000.00",TRUE,0,,,
335,April,2033XXM3,P260301164210,Victory venture 3,"179,350.00",23,"163,000.00",5,"20,000.00",TRUE,0,,,
336,April,2070L9ZK,P260300700844,LANLAB NIGERIA LIMITED,"178,800.00",16,0,0,"20,000.00",TRUE,0,,,
337,April,2214WKA2,C41P008D01509572,Iyanuoluwa IB,"178,400.00",18,"168,900.00",3,"20,000.00",TRUE,0,,,
338,April,2070Z0IL,P260301347013,Aliami medicine store,"178,200.00",18,"182,000.00",7,"20,000.00",TRUE,0,,,
339,April,2070LS7T,P260301173238,Mama tee food canteen,"178,100.00",56,"265,900.00",1,"20,000.00",TRUE,0,,,
340,April,2070R8ZG,P260300699878,Priceworth Superstore,"177,840.00",46,0,0,"20,000.00",TRUE,0,,,
341,April,2070EYTW,P260301472302,Dang Lifestyle Agungi,"176,290.38",8,0,0,"20,000.00",TRUE,0,,,
342,April,2033KVO4,P260301554199,Oluwakemi Ventures,"175,900.00",18,"149,000.00",4,"20,000.00",TRUE,0,,,
343,April,2070GU7U,P260300983985,Tony Best Venture,"171,650.00",17,"170,689.00",8,"20,000.00",TRUE,0,,,
344,April,2033ZCQS,P260301091806,"Al Habeeb communication venture5","171,650.00",39,"16,000.00",3,"20,000.00",TRUE,0,,,
345,April,2070051Q,P260300068454,D Noble intercom communication,"170,250.00",17,"107,000.00",3,"20,000.00",TRUE,0,,,
346,April,2057DKUU,P260301198762,AKBAS VENTURE,"170,000.00",3,"1,000.00",1,"20,000.00",TRUE,0,,,
347,April,2057YUHB,P260301170354,Sunshine Ventures,"168,350.00",25,"19,000.00",4,"20,000.00",TRUE,0,,,
348,April,20705KRE,P260301171377,Focus Financial Venture,"167,800.00",27,"46,600.00",5,"20,000.00",TRUE,0,,,
349,April,2057EDUY,P260300617043,Cash and Smile 2,"166,800.00",20,"254,212.00",19,"20,000.00",TRUE,0,,,
350,April,2214OCL3,P260301296476,"IBADAN CHINESERESTAURANT 2","164,686.50",14,0,0,"20,000.00",TRUE,0,,,
351,April,2057YVPU,P260301188107,O and O trading stores,"164,200.00",16,"130,000.00",2,"20,000.00",TRUE,0,,,
352,April,2033QOIS,P260300352666,Ay Maizabura communication,"163,800.00",39,"36,900.00",9,"20,000.00",TRUE,0,,,
353,April,2070PS7S,P260301626712,Adekash Megatop,"162,370.00",45,"70,100.00",2,"20,000.00",TRUE,0,,,
354,April,20704GWH,P260301292307,Sophisticated Business World,"161,500.00",8,0,0,"20,000.00",TRUE,0,,,
355,April,2057ZYVF,P260301270628,AJIBATO 2,"157,900.00",16,"83,857.00",2,"20,000.00",TRUE,0,,,
356,April,2070B475,P260300127236,Ayotola Concepts,"156,900.00",31,"99,650.00",10,"20,000.00",TRUE,0,,,
357,April,20707XKS,P260300792747,EdenPlus Pharmacy,"155,355.00",66,0,0,"20,000.00",TRUE,0,,,
358,April,2070Y1TN,P260300652260,Balance Diet 1,"155,348.00",15,0,0,"20,000.00",TRUE,0,,,
359,April,2070JC7T,P260300825393,Prosperity,"154,950.00",33,"87,100.00",8,"20,000.00",TRUE,0,,,
360,April,20700GXP,P260300445807,"Folatab God's grace multipurposeventure - Gods grace 4","148,550.00",21,"132,500.00",6,"20,000.00",TRUE,0,,,
361,April,2070XVU5,P260301192904,Obagoal Concept 3,"145,250.00",18,"207,300.00",12,"20,000.00",TRUE,0,,,
362,April,2070UO9T,P260301163602,Nightlife Kitchen,"145,250.00",7,0,0,"20,000.00",TRUE,0,,,
363,April,2057YUOF,P260301173119,"Lords Doing communicationnetwork 2","144,900.00",42,"42,600.00",6,"20,000.00",TRUE,0,,,
364,April,2070V96Y,P260300499617,Alayo iyalaje bar palour,"144,240.00",31,"12,000.00",1,"20,000.00",TRUE,0,,,
365,April,207002CY,P260300316713,An_Nur Venture,"143,000.00",6,"157,000.00",5,"20,000.00",TRUE,0,,,
366,April,2070SAT9,P260301582029,Prosperity Telecom,"142,850.00",44,"175,500.00",6,"20,000.00",TRUE,0,,,
367,April,2070247N,P260300413587,Femlink,"142,450.00",18,"54,000.00",4,"20,000.00",TRUE,0,,,
368,April,2057XYEX,P260301040112,Best Buy Grocery,"142,090.00",29,0,0,"20,000.00",TRUE,0,,,
369,April,2057FMFS,P260301328747,"AGh intl Serviced ApartmentExpress","141,500.00",3,0,0,"20,000.00",TRUE,0,,,
370,April,2033FUJX,P260300556337,Baba 90 Smart withdrawal,"139,800.00",11,"326,400.00",9,"20,000.00",TRUE,0,,,
371,April,2070UK1D,P260300973616,Adeife Venture,"137,400.00",25,"79,100.00",4,"20,000.00",TRUE,0,,,
372,April,2033QOFV,P260300564183,Gracious concept,"136,750.00",11,"261,800.00",12,"20,000.00",TRUE,0,,,
373,April,20709EUM,P260300600974,Meenah Cooperate Ventures 2,"135,300.00",6,"99,000.00",3,"20,000.00",TRUE,0,,,
374,April,22147QR9,P260301759152,SHITTU OMONIYI SAHEED,"134,300.00",18,"130,815.00",8,"20,000.00",TRUE,0,,,
375,April,2033CIIS,P260301204045,AOT CONSULTANT,"132,700.00",25,"37,350.00",4,"20,000.00",TRUE,0,,,
376,April,2070SLE9,P260300548976,Chrysalis Cafe Bodija,"131,100.00",7,0,0,"20,000.00",TRUE,0,,,
377,April,20700JGU,P260300851940,Akinz,"131,000.00",18,"247,700.00",6,"20,000.00",TRUE,0,,,
378,April,2033TIP6,P260300418553,One love venture,"129,800.00",20,"19,600.00",3,"20,000.00",TRUE,0,,,
379,April,2057HQKM,P260301219081,FOODCO NIG AKOBO ONLINE,"129,460.00",8,0,0,"20,000.00",TRUE,0,,,
380,April,2070R2UG,P260301292216,Monshalahu,"128,800.00",11,0,0,"20,000.00",TRUE,0,,,
381,April,207022AI,P260300363934,Cash and smile 3,"128,450.00",18,"127,788.00",2,"20,000.00",TRUE,0,,,
382,April,20338GUA,P260301165054,IBironke Trading,"128,400.00",18,"32,100.00",6,"20,000.00",TRUE,0,,,
383,April,2033IRT0,22115687,Oma Global concepts & services 5,"128,000.00",22,"24,600.00",2,"20,000.00",TRUE,0,,,
384,April,2033QOOA,P260300093715,Am12 stores - Am12 stores,"126,500.00",15,"123,900.00",3,"20,000.00",TRUE,0,,,
385,April,20704TDJ,P260300367978,Hay Why Multipurpose Ventures,"124,950.00",17,"1,000.00",1,"20,000.00",TRUE,0,,,
386,April,2057IIFC,P260301219080,IBACHI BUBBLE TEA BAR,"124,905.00",17,0,0,"20,000.00",TRUE,0,,,
387,April,2033ZCRO,P260300453263,"Al Habeeb communication venture6","124,800.00",26,"5,000.00",2,"20,000.00",TRUE,0,,,
388,April,2033LVJ2,P260301292306,Susscare Enterprise 2,"122,600.00",9,"8,500.00",3,"20,000.00",TRUE,0,,,
389,April,2033OIDG,P260300536890,Yemmy Ventures,"121,900.00",15,"131,320.00",4,"20,000.00",TRUE,0,,,
390,April,20339MKA,P260301219471,"INSURABLE GAS ANDCHEMICAL VENTURE","121,900.00",20,0,0,"20,000.00",TRUE,0,,,
391,April,2033THY5,P260300114846,Ayomikun & Co enterprises,"121,400.00",24,"62,200.00",7,"20,000.00",TRUE,0,,,
392,April,2070P7BJ,P260300612091,Living proof bakery Idi Oya,"120,090.00",50,0,0,"20,000.00",TRUE,0,,,
393,April,2057J58G,P260301745147,REJCOV,"120,000.00",4,"6,500.00",1,"20,000.00",TRUE,0,,,
394,April,2070DPSN,P260301731688,Beejay Enterprise,"119,100.00",17,"14,000.00",2,"20,000.00",TRUE,0,,,
395,April,2033ORXR,P260301219089,Zoe Crest pharmacy,"117,950.00",27,"9,500.00",1,"20,000.00",TRUE,0,,,
396,April,2070A632,P260300576180,Yakwum Ventures,"117,300.00",19,"132,100.00",5,"20,000.00",TRUE,0,,,
397,April,2057JQJF,P260301345851,ABYBAS VENTURE,"114,700.00",9,"99,900.00",8,"20,000.00",TRUE,0,,,
398,April,2057IIPX,P260301219086,Cascade Lounge Iseyin,"113,500.00",22,0,0,"20,000.00",TRUE,0,,,
399,April,2070EXA5,P260300975335,Ridwanulahi Investment Nigeria ltd,"112,150.00",18,"2,500.00",2,"20,000.00",TRUE,0,,,
400,April,2057FJRC,P260301198764,Nurul-llah Enterprises,"111,400.00",3,"100,000.00",1,"20,000.00",TRUE,0,,,
401,April,20337NH8,P260300175903,PerfectENaira 2,"110,900.00",23,"151,800.00",9,"20,000.00",TRUE,0,,,
402,April,2070J8SD,P260300654202,Panthers Hub 2,"109,250.00",6,0,0,"20,000.00",TRUE,0,,,
403,April,2070RM7D,P260300992804,AY Maizabura 2,"106,650.00",23,"61,900.00",10,"20,000.00",TRUE,0,,,
404,April,2070JS5P,P260301083328,SAO IWO ROAD 4,"105,550.00",16,0,0,"20,000.00",TRUE,0,,,
405,April,20331IPY,P260300684911,Sebakam Topmost Prints,"103,450.00",16,0,0,"20,000.00",TRUE,0,,,
