S/N,Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction",Business Registration Date,Terminal Assignment Date,Last Transaction Date
409,May,2070051Q,P260300068454,D Noble intercom communication,"70,200.00",16,"125,600.00",6,"20,000.00",TRUE,0,,,
410,May,2033ORXR,P260301219089,Zoe Crest pharmacy,"69,650.00",25,"7,250.00",1,"20,000.00",TRUE,0,,,
411,May,2057ULNT,P260301304379,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY APATA","67,800.00",2,0,0,"20,000.00",TRUE,0,,,
412,May,2033F7GP,C41P008D01509573,Ibukunoluwa Ventrs,"67,200.00",4,"31,400.00",3,"20,000.00",TRUE,0,,,
413,May,2033CVIP,P260300122343,Arise and shine Ventures,"66,750.00",5,"66,420.25",1,"20,000.00",TRUE,0,,,
414,May,20705KRE,P260301171377,Focus Financial Venture,"66,100.00",11,"38,500.00",3,"20,000.00",TRUE,0,,,
415,May,2214RANU,P260301754914,Ibachi Bubble Tea Bar 3,"65,867.50",7,0,0,"20,000.00",TRUE,0,,,
416,May,22149J5O,P260301816263,DARAMOLA TOYIN FLORENCE,"65,800.00",13,"10,500.00",2,"20,000.00",TRUE,0,,,
417,May,2214YQ0Q,C42P008D01915658,Alexzy Empir 1,"65,800.00",11,"2,100.00",1,"20,000.00",TRUE,0,,,
418,May,20704TDJ,P260300367978,Hay Why Multipurpose Ventures,"65,100.00",17,"39,000.00",2,"20,000.00",TRUE,0,,,
419,May,2070OM1U,P260301164211,Vista Forte Pharmacy ltd,"65,020.00",22,"34,000.00",1,"20,000.00",TRUE,0,,,
420,May,2033FTFU,P260300161943,Great grace and mercy ventures,"64,700.00",10,"26,500.00",2,"20,000.00",TRUE,0,,,
421,May,2057Q2QS,P260301821543,Precious247 Enterprise 2,"64,550.00",11,"38,650.00",1,"20,000.00",TRUE,0,,,
422,May,2057UFII,P260300738965,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOLUYOLE 1 LPG","63,215.00",9,0,0,"20,000.00",TRUE,0,,,
423,May,20707YGZ,P260301044068,Alaloye Concept,"62,850.09",14,"87,000.00",7,"20,000.00",TRUE,0,,,
424,May,2033LVJ2,P260301292306,Susscare Enterprise 2,"62,600.00",7,"52,300.00",2,"20,000.00",TRUE,0,,,
425,May,2070RLA4,P260300617707,"1004 Cravings - Strands BeautyStudios","62,300.00",12,0,0,"20,000.00",TRUE,0,,,
426,May,2070V59T,P260301222895,SAO COCA COLA 1,"62,006.00",7,0,0,"20,000.00",TRUE,0,,,
427,May,2070IG0F,P260301338762,Onas Venture,"60,000.00",9,"10,000.00",2,"20,000.00",TRUE,0,,,
428,May,2057DNJS,P260301582021,Oriowo Ventures 2,"59,400.00",16,"58,360.00",3,"20,000.00",TRUE,0,,,
429,May,2033CIRK,P260301351899,Hormoh concept,"59,400.00",12,"15,000.00",1,"20,000.00",TRUE,0,,,
430,May,2057XWPA,P260301092568,Nibol Link Venture,"59,350.00",8,"118,000.00",3,"20,000.00",TRUE,0,,,
431,May,2070IEUR,P260301538674,Designer Points Enterprises 2,"59,200.00",6,"12,200.00",3,"20,000.00",TRUE,0,,,
432,May,2070CSTL,P260301700228,Plux Digital Consult 2,"59,050.00",9,"1,500.00",1,"20,000.00",TRUE,0,,,
433,May,20709U4Q,P260301731686,Quedee Couture,"58,700.00",7,"783,400.00",2,"20,000.00",TRUE,0,,,
434,May,207002VE,P260301642797,Olatilewa Aj Ventures,"58,500.00",1,"308,000.00",2,"20,000.00",TRUE,0,,,
435,May,2057DKUU,P260301198762,AKBAS VENTURE,"57,500.00",3,0,0,"20,000.00",TRUE,0,,,
436,May,2033OIDG,P260300536890,Yemmy Ventures,"57,400.00",9,"5,700.00",2,"20,000.00",TRUE,0,,,
437,May,2057XYRD,P260301188119,Fan Express,"56,500.00",7,"135,000.00",5,"20,000.00",TRUE,0,,,
438,May,2057EWHQ,P260301288863,Ajibola Telecom 3,"56,450.00",10,"1,800.00",2,"20,000.00",TRUE,0,,,
439,May,2070XVU5,P260301192904,Obagoal Concept 3,"56,100.00",15,"158,140.00",12,"20,000.00",TRUE,0,,,
440,May,2070SLE9,P260300548976,Chrysalis Cafe Bodija,"55,100.00",4,0,0,"20,000.00",TRUE,0,,,
441,May,2070J8SD,P260300654202,Panthers Hub 2,"54,500.00",5,0,0,"20,000.00",TRUE,0,,,
442,May,2070222H,P260301045726,MACJAY Enterprises,"51,800.00",15,"57,400.00",8,"20,000.00",TRUE,0,,,
443,May,2057XWCY,P260301092570,Authentik Golden Concept,"51,500.00",2,0,0,"20,000.00",TRUE,0,,,
444,May,2033ZOJL,P260300499615,Latmus Telecom,"50,700.00",19,"55,500.00",6,"20,000.00",TRUE,0,,,
445,May,2057J58G,P260301745147,REJCOV,"50,500.00",5,"10,000.00",1,"20,000.00",TRUE,0,,,
446,May,2033GZJ5,P260301581185,Karimoht Azeez,"50,050.00",11,"192,500.00",4,"20,000.00",TRUE,0,,,
447,May,2070CFJW,P260301700227,PerfectENiara 4,"49,200.00",8,"10,900.00",2,"20,000.00",TRUE,0,,,
448,May,2070ID8O,P260301044066,Ayoola T and K,"48,950.00",9,"25,000.00",2,"20,000.00",TRUE,0,,,
449,May,2057O3UR,P260301821542,Sholarz Venture 2,"48,000.00",3,"92,500.00",4,"20,000.00",TRUE,0,,,
450,May,2070YD82,P260301815579,Foodco Abeokuta Delivery,"47,495.00",7,0,0,"20,000.00",TRUE,0,,,
451,May,2070F4VR,P260301494177,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -UPTOWN UNISEX SALOON","47,000.00",8,0,0,"20,000.00",TRUE,0,,,
452,May,2070X5EL,P260300613880,GENA 3,"46,800.00",7,0,0,"20,000.00",TRUE,0,,,
453,May,2070CFGA,P260301700220,Oola Ventrs,"46,300.00",9,"3,900.00",1,"20,000.00",TRUE,0,,,
454,May,207068PS,P260301173235,E&E Easycash1,"45,950.00",8,"73,550.00",2,"20,000.00",TRUE,0,,,
455,May,2070JS5P,P260301083328,SAO IWO ROAD 4,"45,900.00",10,0,0,"20,000.00",TRUE,0,,,
456,May,2070HE4Q,P260301122804,CEEDOO VENTURE,"45,800.00",10,"20,900.00",7,"20,000.00",TRUE,0,,,
457,May,207038RT,P260301555077,Al-Barka Communications,"45,300.00",2,0,0,"20,000.00",TRUE,0,,,
458,May,2057O2CB,C42P008D01806229,Top4 Business Center,"44,700.00",12,0,0,"20,000.00",TRUE,0,,,
459,May,20339MKA,P260301219471,"INSURABLE GAS ANDCHEMICAL VENTURE","44,050.00",10,0,0,"20,000.00",TRUE,0,,,
460,May,2057BGXS,P260300076067,Vikky Global Venture,"43,940.00",9,"23,000.00",2,"20,000.00",TRUE,0,,,
461,May,2057A43S,C41P008D01509567,Ola Tem Business ventres 2,"43,100.00",9,"2,350.00",2,"20,000.00",TRUE,0,,,
462,May,2070448M,P260301274145,Kunfayakun Ventures,"42,500.00",4,"11,000.00",2,"20,000.00",TRUE,0,,,
463,May,2070B475,P260300127236,Ayotola Concepts,"42,300.00",7,"45,100.00",3,"20,000.00",TRUE,0,,,
464,May,2033LJW9,P260301173236,"Al-Habeeb communicationVentures","41,400.00",9,0,0,"20,000.00",TRUE,0,,,
465,May,2057FMFS,P260301328747,"AGh intl Serviced ApartmentExpress","40,500.00",1,0,0,"20,000.00",TRUE,0,,,
466,May,2070Z1JO,P260300672323,City link Hotels,"40,500.00",6,0,0,"20,000.00",TRUE,0,,,
467,May,207022SJ,P260301198761,Marker and Maker Services,"40,150.00",11,"158,900.00",5,"20,000.00",TRUE,0,,,
468,May,22147QR9,P260301759152,SHITTU OMONIYI SAHEED,"39,300.00",7,"41,500.00",5,"20,000.00",TRUE,0,,,
469,May,2070XA7E,P260300441162,"Greenplus pharmaceuticals andhealthcare services mokola","38,300.00",9,0,0,"20,000.00",TRUE,0,,,
470,May,2057VJNN,P260300739805,F and A BODIJA,"38,000.00",5,0,0,"20,000.00",TRUE,0,,,
471,May,2070GE7J,P260300807492,Hesed Pharmacy,"37,550.00",19,0,0,"20,000.00",TRUE,0,,,
472,May,2057BJGA,P260301271080,Bonsai Boutique,"36,000.00",1,0,0,"20,000.00",TRUE,0,,,
473,May,2070XPS5,P260301460413,Beejay footwear Multi Ventures,"35,250.00",10,0,0,"20,000.00",TRUE,0,,,
474,May,2033YAF5,P260300431727,AOT CONSULTANT 4,"34,900.00",9,"34,725.50",1,"20,000.00",TRUE,0,,,
475,May,20700XJA,P260300445234,Unstoppable God Ventures,"33,500.00",8,"33,500.00",1,"20,000.00",TRUE,0,,,
476,May,2070IKTH,P260301195527,Rftadeola Venture,"32,800.00",6,"3,000.00",1,"20,000.00",TRUE,0,,,
477,May,2033D3QP,P260301494179,Ayokemi ventures,"31,400.00",5,"31,000.00",2,"20,000.00",TRUE,0,,,
478,May,2070EZOW,P260301472301,"Mosh Golden ProfilePharmaceutical limited - Moshpharm supermarket bodija 3","31,330.00",12,0,0,"20,000.00",TRUE,0,,,
479,May,2070KBZU,7.02308E+13,Richi ventr,"31,200.00",1,0,0,"5,000.00",TRUE,0,,,
480,May,2057AQTS,P260300418549,Ibrahim Oladejo,"30,800.00",6,0,0,"20,000.00",TRUE,0,,,
481,May,2033FJFX,P260300670770,Olatose ventures,"29,800.00",6,"2,500.00",2,"20,000.00",TRUE,0,,,
482,May,2070NRE7,P260301347827,Friendly Top molete,"28,400.00",8,0,0,"20,000.00",TRUE,0,,,
483,May,2057HKGB,P260301219082,Kounty,"28,100.00",3,0,0,"20,000.00",TRUE,0,,,
484,May,2070N1QR,P260300638518,"247Data Communications - 247Data Communications","27,700.00",7,0,0,"20,000.00",TRUE,0,,,
485,May,2033LMH5,P260300116396,"Al- Habeeb communicationVenture 2","27,600.00",8,0,0,"20,000.00",TRUE,0,,,
486,May,2033QEY5,P260300576179,BMA 2 VENTURES,"26,350.00",6,"30,600.00",6,"20,000.00",TRUE,0,,,
487,May,2070HFCZ,P260301520681,Black N Grey Saloon and Spa,"24,500.00",5,0,0,"20,000.00",TRUE,0,,,
488,May,2033KVJ6,P260300244307,T&T Ventures,"24,400.00",4,"44,410.00",2,"20,000.00",TRUE,0,,,
489,May,207018RG,P260300174858,God's Favour Ventures,"23,700.00",5,"52,100.00",2,"20,000.00",TRUE,0,,,
490,May,2057XGUX,P260301652776,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AKALA","23,600.00",1,0,0,"20,000.00",TRUE,0,,,
491,May,2057MXNQ,P260300599570,Alaloye Concept 2,"23,500.00",3,"43,600.00",5,"20,000.00",TRUE,0,,,
492,May,2070686C,P260301170064,Iya mama ventures,"23,200.00",4,"25,520.00",5,"20,000.00",TRUE,0,,,
493,May,2057HIBX,P260301347829,Whykayy,"23,100.00",6,"27,000.00",1,"20,000.00",TRUE,0,,,
494,May,2057HAKQ,P260301520682,Ali time venture 2,"22,850.00",5,"122,000.00",7,"20,000.00",TRUE,0,,,
495,May,2070RV7C,P260300852474,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ORE 1","22,600.00",1,0,0,"20,000.00",TRUE,0,,,
496,May,2070WT0V,P260300973778,FOODCO NIG ABEOKUTA 7,"22,500.00",8,0,0,"20,000.00",TRUE,0,,,
497,May,2070829S,P260300068462,Azetec Enterprise,"21,450.00",5,0,0,"20,000.00",TRUE,0,,,
498,May,2057P9YR,P260301854540,Greenplus Pharmaceutical SASA,"21,260.00",7,0,0,"20,000.00",TRUE,0,,,
499,May,2057XGUI,P260301336358,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AKURE2","21,000.00",4,0,0,"20,000.00",TRUE,0,,,
500,May,2070P3NJ,P260300739817,TECH ZONE BODIJA,"20,700.00",6,0,0,"20,000.00",TRUE,0,,,
501,May,2070J2ZS,P260300797833,"Engulf Virtual RealityTechnologies","20,500.00",8,0,0,"20,000.00",TRUE,0,,,
502,May,2033FUAI,P260300610079,Ibrahim Venture,"20,300.00",1,"20,000.00",1,"20,000.00",TRUE,0,,,
503,May,2033OKST,P260301205940,Arik venture limited,"20,100.00",7,"24,000.00",1,"20,000.00",TRUE,0,,,
504,May,2070AKBE,P260301217299,Maa Shaa Allah ventures 2,"19,300.00",4,"12,800.00",2,"20,000.00",FALSE,0,,,
505,May,2033QKH1,P260300074716,Hadash credit services,"19,100.00",5,"18,500.00",1,"20,000.00",FALSE,0,,,
506,May,2057UHLC,P260300076244,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AKOBO1","18,280.00",1,0,0,"20,000.00",FALSE,0,,,
507,May,2070YU9I,P260301044069,Korex Ventures,"18,200.00",4,"65,250.00",9,"20,000.00",FALSE,0,,,
508,May,2070786G,P260301204046,Oye Venture,"18,000.00",2,0,0,"20,000.00",FALSE,0,,,
509,May,2070O3OD,P260300739800,BODIJA PHOTO PRO,"17,000.00",2,0,0,"20,000.00",FALSE,0,,,
510,May,2070GS4N,P260301671979,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -Sunrise Pharm Supermarket","15,950.00",4,0,0,"20,000.00",FALSE,0,,,
511,May,2033CKIY,P260301165949,"99-CITIES ENTERPRISES -Money World Ventures 3","15,300.00",4,0,0,"20,000.00",FALSE,0,,,
512,May,2070MX4L,P260301198628,Annytez Multilinks Production,"15,200.00",6,"19,000.00",1,"20,000.00",FALSE,0,,,
513,May,2070GEDV,P260301491689,RANAO,"13,750.00",5,0,0,"20,000.00",FALSE,0,,,
514,May,2057P8JT,C42P008D01806231,SAFIU SULAIMON OLALEKAN,"12,700.00",4,"25,000.00",2,"20,000.00",FALSE,0,,,
515,May,2070RY7T,P260300852463,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY BIDA","12,500.00",2,0,0,"20,000.00",FALSE,0,,,
516,May,20337ZMT,P260301183916,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -SUNRISE PHARMACY","11,800.00",4,0,0,"20,000.00",FALSE,0,,,
517,May,2070N3HM,P260300617042,Abundance rest 2,"11,200.00",3,0,0,"20,000.00",FALSE,0,,,
518,May,20704QSA,P260301045727,VACATION HAUS 2,"10,100.00",2,0,0,"20,000.00",FALSE,0,,,
519,May,2070RJ3U,P260301204048,THE DEW FINANCIAL SERVICE,"10,000.00",1,"70,000.00",2,"20,000.00",FALSE,0,,,
520,May,2070L5NM,P260301262489,Ogedotun,"9,500.00",2,0,0,"20,000.00",FALSE,0,,,
521,May,2057UKPR,P260301335691,ID ventrs,"9,300.00",4,0,0,"20,000.00",FALSE,0,,,
522,May,20700RNN,P260301351880,Oluyole Arcade,"9,050.00",7,0,0,"20,000.00",FALSE,0,,,
523,May,2070VD1F,P260300973605,Mobile Tasty kitchen,"9,000.00",3,0,0,"20,000.00",FALSE,0,,,
524,May,2070YJ0F,P260300992818,FOODCO NIG LEKKI 1,"8,960.00",5,0,0,"20,000.00",FALSE,0,,,
525,May,2214JV89,P260301761112,Amazing Grace Store 3,"8,590.00",6,0,0,"20,000.00",FALSE,0,,,
526,May,2057XGTO,P260300426363,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ITAOSHIN","7,250.00",2,0,0,"20,000.00",FALSE,0,,,
527,May,2033IYZ7,22116593,Benike cooperative society,"7,000.00",1,"378,500.00",3,"20,000.00",FALSE,0,,,
528,May,2033TQJK,P260300269413,Beloved Enterprise,"7,000.00",4,"6,000.00",2,"20,000.00",FALSE,0,,,
529,May,2057V96B,P260301745146,AK concept 2,"6,400.00",3,"7,130.00",2,"20,000.00",FALSE,0,,,
530,May,2033TDHC,P260300983984,Modupe Venture,"5,900.00",2,"4,300.00",1,"20,000.00",FALSE,0,,,
531,May,2070F8MJ,P260301262486,Smiles Ventures,"5,800.00",4,"2,000.00",1,"20,000.00",FALSE,0,,,
532,May,20705WFF,P260301492426,Rhinos Cafe 3,"5,400.00",2,0,0,"20,000.00",FALSE,0,,,
533,May,2070KE7N,C41P008D01509562,Awwal Cncept,"5,100.00",1,"14,000.00",2,"20,000.00",FALSE,0,,,
534,May,2057FJRC,P260301198764,Nurul-llah Enterprises,"5,100.00",1,0,0,"20,000.00",FALSE,0,,,
535,May,2057XGSX,P260301086250,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYIGBOORA 1","5,000.00",1,0,0,"20,000.00",FALSE,0,,,
536,May,2070HSFM,P260301671403,Radiant Ewa Enterprse,"5,000.00",2,0,0,"20,000.00",FALSE,0,,,
537,May,2070Z5VN,P260300654204,Holasquare 1,"3,800.00",2,"83,000.00",2,"20,000.00",FALSE,0,,,
538,May,2070UG4K,P260301332461,Fortunate,"3,300.00",3,"1,700.00",2,"20,000.00",FALSE,0,,,
539,May,2070680C,P260300054761,Q Telecom,"3,100.00",1,"11,000.00",2,"20,000.00",FALSE,0,,,
540,May,2057TSZA,P260300740901,Folarin Multi Ventures,"3,000.00",2,0,0,"20,000.00",FALSE,0,,,
541,May,2033FRRX,P260300838718,Asoniaji Venture,"2,500.00",1,0,0,"20,000.00",FALSE,0,,,
542,May,20700CYN,P260300425963,Tonik Pharmacy,"2,440.00",1,0,0,"20,000.00",FALSE,0,,,
543,May,2070THA5,P260301338761,Tkl,"1,900.00",1,0,0,"20,000.00",FALSE,0,,,
544,May,2070J1CP,P260301761114,ADERIBIGBE PAULINE ADENIKE,"1,700.00",2,"1,700.00",1,"20,000.00",FALSE,0,,,
545,May,2070QAR9,P260301351883,Ace Oluyole Supermarket 3,"1,700.00",1,0,0,"20,000.00",FALSE,0,,,
546,May,2070RZ7H,P260300852461,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OWO","1,000.00",1,0,0,"20,000.00",FALSE,0,,,
547,May,207027IU,P260300022967,A1 Global Ventures 2,"1,000.00",2,0,0,"20,000.00",FALSE,0,,,
548,May,2057JQJF,P260301345851,"ABYBAS VENTURE - ABYBASVENTURE",0,0,"164,150.00",9,"20,000.00",FALSE,1,,,
549,May,2214QLTB,C41P008D01502308,Abepel Venture,0,0,"100,000.00",3,"20,000.00",FALSE,2,,,
550,May,207024FX,P260300556201,Cash &smile,0,0,"50,000.00",1,"20,000.00",FALSE,2,,,
551,May,2070XU99,P260301575660,Hephzibah enterprises,0,0,"20,000.00",2,"20,000.00",FALSE,2,,,
552,May,2070TFV9,P260301169962,Ola Anobi Enterprises,0,0,"10,000.00",1,"20,000.00",FALSE,1,,,
553,May,2070FGOQ,P260301170355,"INNOCENT T&KCOMMUNICATION ANDENGINEERING SERVICES -",0,0,"2,900.00",1,"20,000.00",FALSE,1,,,
554,May,2057XGUU,P260301086243,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYEGBEDA",0,0,0,0,"20,000.00",FALSE,9,,,
555,May,2057WXQY,P260301685188,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ADO 3",0,0,0,0,"20,000.00",FALSE,2,,,
556,May,2033TCNA,7.02308E+13,Cephs Kitchens,0,0,0,0,"5,000.00",FALSE,9,,,
557,May,2070RZ7R,P260301685186,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOGBOMOSO 2",0,0,0,0,"20,000.00",FALSE,1,,,
558,May,2057ULOD,P260301085479,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOGBOMOSO 3",0,0,0,0,"20,000.00",FALSE,11,,,
559,May,2057NFYN,P260301092380,Jofes International 1,0,0,0,0,"20,000.00",FALSE,1,,,
560,May,2057XGTM,P260301086129,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OYO 3",0,0,0,0,"20,000.00",FALSE,8,,,
561,May,2057XGUP,P260301086258,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY KANO",0,0,0,0,"20,000.00",FALSE,6,,,
562,May,2057XGVT,P260301086248,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OKEARO",0,0,0,0,"20,000.00",FALSE,6,,,
563,May,2057XGVB,P260301086259,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ENUGU",0,0,0,0,"20,000.00",FALSE,2,,,
564,May,20709EMW,P260301092569,FinrelNigeria 3,0,0,0,0,"20,000.00",FALSE,13,,,
565,May,2070UT5I,P260301083326,SAO RING ROAD 4,0,0,0,0,"20,000.00",FALSE,107,,,
566,May,2070UM5G,P260301083325,SAO DANDARU 4,0,0,0,0,"20,000.00",FALSE,72,,,
567,May,2070ZG2M,P260300975338,MJ collections,0,0,0,0,"20,000.00",FALSE,223,,,
568,May,2070TN5L,P260301083327,SAO RING ROAD 5,0,0,0,0,"20,000.00",FALSE,115,,,
569,May,2070JY5Z,P260301083324,SAO MONATAN 3,0,0,0,0,"20,000.00",FALSE,5,,,
570,May,2070NJ5F,P260301083329,SAO COCA COLA 5,0,0,0,0,"20,000.00",FALSE,5,,,
571,May,2057XGSH,P260301085211,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ONDO 4",0,0,0,0,"20,000.00",FALSE,2,,,
572,May,2070ZN2K,P260300975336,AZ ALKMAAR,0,0,0,0,"20,000.00",FALSE,221,,,
573,May,2057XWLZ,P260301092567,Gravano Club,0,0,0,0,"20,000.00",FALSE,24,,,
574,May,207076QS,P260300973600,Ador investment Nigeria ltd,0,0,0,0,"20,000.00",FALSE,150,,,
575,May,2070YF0E,P260300973777,FOODCO NIG IDI ABA 1,0,0,0,0,"20,000.00",FALSE,17,,,
576,May,2057XGSM,P260301671977,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY SOBIROAD",0,0,0,0,"20,000.00",FALSE,7,,,
577,May,2070VE51,P260300366090,Baba90 POS,0,0,0,0,"20,000.00",FALSE,2,,,
578,May,2070YF0S,P260301216645,FOODCO NIG AKOBO 3,0,0,0,0,"20,000.00",FALSE,30,,,
579,May,2070RZ7K,P260301331294,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OFFAGARAGE 2",0,0,0,0,"20,000.00",FALSE,4,,,
580,May,2057XGVI,P260301671978,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IDI OSE",0,0,0,0,"20,000.00",FALSE,1,,,
581,May,2070RY7V,P260301331290,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IFE 4",0,0,0,0,"20,000.00",FALSE,8,,,
582,May,2070RV7G,P260300852473,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ORE 2",0,0,0,0,"20,000.00",FALSE,11,,,
583,May,2070RU7U,P260300852475,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYSAWMILL",0,0,0,0,"20,000.00",FALSE,10,,,
584,May,2070Z0AM,P260300365203,FinrelNigeria Olomi 3,0,0,0,0,"20,000.00",FALSE,26,,,
585,May,2070RU7J,P260300852478,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OKENE1",0,0,0,0,"20,000.00",FALSE,9,,,
586,May,2057BPSZ,P260301219470,Al mustapha,0,0,0,0,"20,000.00",FALSE,201,,,
587,May,2057AKGQ,P260301219474,Obago,0,0,0,0,"20,000.00",FALSE,257,,,
588,May,2057BQYP,P260301222896,Fir Saphyevents,0,0,0,0,"20,000.00",FALSE,65,,,
589,May,2070NW7L,P260300852651,Ma Sha Allah Baby Comfort Store,0,0,0,0,"20,000.00",FALSE,16,,,
590,May,2070O3OG,P260300739803,KIDDIES PARK BODIJA,0,0,0,0,"20,000.00",FALSE,1,,,
591,May,2057TZNC,P260300735778,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY IFE 6",0,0,0,0,"20,000.00",FALSE,17,,,
592,May,2057UFIC,P260300735777,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OKILPG",0,0,0,0,"20,000.00",FALSE,155,,,
593,May,2070M9OB,P260301131930,Decent Kem Nigeria limited,0,0,0,0,"20,000.00",FALSE,163,,,
594,May,2057ZDAF,P260301123326,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY LTD",0,0,0,0,"20,000.00",FALSE,_,,,
595,May,2070E9MS,P260300852654,"Vanguard Pharmacy ltd -Vanguard Pharmacy Monatan 2",0,0,0,0,"20,000.00",FALSE,14,,,
596,May,20331JCV,P260300693121,Weeldrop logistics Bodija 2,0,0,0,0,"20,000.00",FALSE,38,,,
597,May,20331JCX,P260300693123,Weeldrop logistics Ashi,0,0,0,0,"20,000.00",FALSE,169,,,
598,May,2057JTYM,P260301219084,Arise Business Venture,0,0,0,0,"20,000.00",FALSE,149,,,
599,May,2070RU7Q,P260300852477,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY PORTHARCOURT",0,0,0,0,"20,000.00",FALSE,4,,,
600,May,2070N1LS,P260300638517,Babsayin Multiventures,0,0,0,0,"20,000.00",FALSE,2,,,
601,May,20575KUS,P260300363932,Kinematics Technologies 2,0,0,0,0,"20,000.00",FALSE,44,,,
602,May,2033CNEI,P260300838716,Ola-Oluwa ventures,0,0,0,0,"20,000.00",FALSE,9,,,
603,May,2070392X,P260301123328,Nikk MP,0,0,0,0,"20,000.00",FALSE,3,,,
604,May,207072EP,P260300315977,MOG Telecoms and Transports,0,0,0,0,"20,000.00",FALSE,44,,,
605,May,2070O8US,P260300856945,CocoaBean Cafe,0,0,0,0,"20,000.00",FALSE,23,,,
606,May,2057UFHM,P260300806466,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AJASEIPO 1",0,0,0,0,"20,000.00",FALSE,2,,,
607,May,2070CBZT,P260301611325,IDEA KONSULT MOKOLA,0,0,0,0,"20,000.00",FALSE,_,,,
608,May,2033RBZ4,P260300355772,Olatunji Telecom,0,0,0,0,"20,000.00",FALSE,68,,,
609,May,2070K7DI,P260300627169,"Vanguard Pharmacy ltd -Vanguard Pharmacy Ltd Monatan",0,0,0,0,"20,000.00",FALSE,42,,,
610,May,2070YA0K,P260301582028,FOODCO NIG BODIJA 3,0,0,0,0,"20,000.00",FALSE,1,,,
611,May,2033BBUK,P260301204049,Muka services 4,0,0,0,0,"20,000.00",FALSE,186,,,
612,May,2070YE0Y,P260300825386,FOODCO NIG AKOBO 2,0,0,0,0,"20,000.00",FALSE,34,,,
613,May,2057XGRY,P260301648370,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ADO 1",0,0,0,0,"20,000.00",FALSE,1,,,
614,May,2057WWTD,P260301479831,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYIJOKODO",0,0,0,0,"20,000.00",FALSE,1,,,
615,May,2057XGST,P260300548053,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AJASEIPO 2",0,0,0,0,"20,000.00",FALSE,30,,,
616,May,2057XGSZ,P260301616630,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY DUGBE",0,0,0,0,"20,000.00",FALSE,_,,,
617,May,2070Z0AR,P260300453112,FinrelNigeria Adegbayi 3,0,0,0,0,"20,000.00",FALSE,41,,,
618,May,2057XGTQ,P260300615640,"BOVAS & COMPANY LIMITED -BOVAS AND COMAPNY IWOROAD",0,0,0,0,"20,000.00",FALSE,1,,,
619,May,2033JAV9,P260300806765,Akorede Ventures,0,0,0,0,"20,000.00",FALSE,161,,,
620,May,2033CUNQ,P260300115604,Coollink telecomms nig. Ent 2,0,0,0,0,"20,000.00",FALSE,136,,,
621,May,2070SNN9,P260300548975,Chrysalis Jazz Ringroad,0,0,0,0,"20,000.00",FALSE,1,,,
622,May,2070KLL9,P260300524691,Olum Ventures,0,0,0,0,"20,000.00",FALSE,14,,,
623,May,2070YR4X,P260301205942,"Mosh Golden ProfilePharmaceutical limited - MoshPharmacy and Supermarket",0,0,0,0,"20,000.00",FALSE,16,,,
624,May,2070I9RG,P260301560110,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AKOBO2",0,0,0,0,"20,000.00",FALSE,2,,,
625,May,2057CBGL,P260301292308,Temxy Venture,0,0,0,0,"20,000.00",FALSE,2,,,
